generation, x, y, fitness
0, 0,0, 12
0, 1,0, 11
0, 2,0, 12
0, 3,0, 13
0, 4,0, 11
0, 5,0, 13
0, 6,0, 13
0, 7,0, 14
0, 8,0, 11
0, 9,0, 10
0, 10,0, 12
0, 11,0, 14
0, 12,0, 13
0, 13,0, 13
0, 14,0, 13
0, 15,0, 10
0, 16,0, 11
0, 17,0, 14
0, 18,0, 13
0, 19,0, 12
0, 20,0, 11
0, 21,0, 10
0, 22,0, 12
0, 23,0, 14
0, 24,0, 11
0, 25,0, 10
0, 26,0, 11
0, 27,0, 11
0, 28,0, 10
0, 29,0, 12
0, 30,0, 13
0, 31,0, 14
0, 32,0, 12
0, 33,0, 12
0, 34,0, 14
0, 35,0, 12
0, 36,0, 10
0, 37,0, 13
0, 38,0, 11
0, 39,0, 12
0, 0,1, 12
0, 1,1, 13
0, 2,1, 10
0, 3,1, 10
0, 4,1, 13
0, 5,1, 11
0, 6,1, 14
0, 7,1, 11
0, 8,1, 14
0, 9,1, 14
0, 10,1, 13
0, 11,1, 10
0, 12,1, 13
0, 13,1, 10
0, 14,1, 14
0, 15,1, 10
0, 16,1, 12
0, 17,1, 12
0, 18,1, 10
0, 19,1, 13
0, 20,1, 11
0, 21,1, 11
0, 22,1, 14
0, 23,1, 12
0, 24,1, 11
0, 25,1, 10
0, 26,1, 12
0, 27,1, 13
0, 28,1, 11
0, 29,1, 10
0, 30,1, 12
0, 31,1, 11
0, 32,1, 12
0, 33,1, 12
0, 34,1, 13
0, 35,1, 11
0, 36,1, 14
0, 37,1, 11
0, 38,1, 11
0, 39,1, 13
0, 0,2, 13
0, 1,2, 14
0, 2,2, 13
0, 3,2, 10
0, 4,2, 11
0, 5,2, 12
0, 6,2, 14
0, 7,2, 14
0, 8,2, 13
0, 9,2, 12
0, 10,2, 12
0, 11,2, 12
0, 12,2, 13
0, 13,2, 10
0, 14,2, 10
0, 15,2, 10
0, 16,2, 12
0, 17,2, 11
0, 18,2, 10
0, 19,2, 13
0, 20,2, 10
0, 21,2, 14
0, 22,2, 14
0, 23,2, 10
0, 24,2, 11
0, 25,2, 12
0, 26,2, 10
0, 27,2, 10
0, 28,2, 14
0, 29,2, 13
0, 30,2, 10
0, 31,2, 13
0, 32,2, 14
0, 33,2, 13
0, 34,2, 10
0, 35,2, 12
0, 36,2, 11
0, 37,2, 13
0, 38,2, 14
0, 39,2, 14
0, 0,3, 14
0, 1,3, 10
0, 2,3, 13
0, 3,3, 11
0, 4,3, 12
0, 5,3, 12
0, 6,3, 12
0, 7,3, 14
0, 8,3, 10
0, 9,3, 11
0, 10,3, 10
0, 11,3, 11
0, 12,3, 12
0, 13,3, 14
0, 14,3, 11
0, 15,3, 12
0, 16,3, 11
0, 17,3, 10
